Rented_Bike_Count,Temperature,Holiday,Autumn,Spring,Summer,Weather_Condition_Bad,Weather_Condition_Good,Weather_Condition_Regular,DayOfWeek_sin,DayOfWeek_cos,Hour_sin,Hour_cos
229,-2.6,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
229,-3.4,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.7071067811865477,0.7071067811865474
188,-4.2,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
132,-4.7,0,0,0,0,1,0,0,0.9749279121818236,-0.22252093395631434,-0.25881904510252157,0.9659258262890681
122,-5.2,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.0,1.0
149,-5.4,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.25881904510252074,0.9659258262890683
103,-5.5,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
81,-6.2,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.7071067811865476,0.7071067811865476
37,-7.1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
51,-7.8,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.9659258262890683,0.25881904510252074
95,-8.1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
244,-8.7,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.9659258262890683,-0.25881904510252063
459,-8.6,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
259,-7.9,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475
168,-5.0,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387
194,-2.6,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682
240,-1.1,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
233,0.3,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.2588190451025208,-0.9659258262890683
256,0.8,0,0,0,0,1,0,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
293,0.7,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.7071067811865471,-0.7071067811865479
268,1.1,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
341,0.3,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063
542,-1.0,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
344,-1.8,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.9659258262890684,0.2588190451025203
263,-2.4,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
257,-3.2,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.7071067811865477,0.7071067811865474
235,-3.9,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
143,-4.5,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.25881904510252157,0.9659258262890681
138,-4.9,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.0,1.0
159,-5.2,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683
102,-5.7,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
65,-6.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476
47,-6.7,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
48,-6.8,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.9659258262890683,0.25881904510252074
115,-7.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
267,-7.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063
558,-7.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
280,-6.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475
187,-4.1,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
234,-1.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682
303,0.9,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
294,1.6,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890683
293,3.2,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
310,3.6,0,0,0,0,0,1,0,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
330,2.9,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
382,2.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-0.25881904510252063
592,0.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
379,-0.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
241,-1.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
225,-2.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
227,-2.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
178,-2.6,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
182,-2.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0
184,-2.3,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
123,-3.4,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
60,-4.4,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
35,-5.6,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
31,-6.3,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
33,-7.8,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
67,-8.8,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063
116,-9.5,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
168,-9.4,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
144,-8.5,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
195,-7.7,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
192,-6.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
229,-5.8,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683
196,-5.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
210,-4.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
205,-4.2,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
211,-5.6,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063
175,-6.6,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
135,-7.6,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
109,-8.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
107,-9.1,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
92,-9.7,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
91,-10.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
98,-10.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.0,1.0
90,-10.5,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.25881904510252074,0.9659258262890683
60,-10.5,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,0.8660254037844387
54,-10.6,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.7071067811865476,0.7071067811865476
35,-11.2,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844386,0.5000000000000001
21,-11.5,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.9659258262890683,0.25881904510252074
23,-11.8,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1.0,6.123233995736766e-17
34,-12.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.9659258262890683,-0.25881904510252063
70,-12.8,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.8660254037844387,-0.4999999999999998
97,-12.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.7071067811865476,-0.7071067811865475
103,-11.2,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.49999999999999994,-0.8660254037844387
115,-9.7,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,0.258819045102521,-0.9659258262890682
165,-8.3,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,1.2246467991473532e-16,-1.0
152,-8.3,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.2588190451025208,-0.9659258262890683
177,-7.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.4999999999999997,-0.8660254037844388
190,-6.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.7071067811865471,-0.7071067811865479
181,-5.4,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844385,-0.5000000000000004
184,-5.9,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.9659258262890683,-0.25881904510252063
154,-7.0,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-1.0,-1.8369701987210297e-16
124,-7.7,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.9659258262890684,0.2588190451025203
98,-8.2,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.8660254037844386,0.5000000000000001
107,-8.9,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.7071067811865477,0.7071067811865474
78,-9.7,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.5000000000000004,0.8660254037844384
77,-10.3,0,0,0,0,0,0,1,-0.7818314824680299,0.6234898018587334,-0.25881904510252157,0.9659258262890681
82,-10.5,0,0,0,0,0,0,1,0.0,1.0,0.0,1.0
52,-11.2,0,0,0,0,0,0,1,0.0,1.0,0.25881904510252074,0.9659258262890683
39,-11.2,0,0,0,0,0,0,1,0.0,1.0,0.49999999999999994,0.8660254037844387
33,-11.3,0,0,0,0,0,0,1,0.0,1.0,0.7071067811865476,0.7071067811865476
20,-11.7,0,0,0,0,0,0,1,0.0,1.0,0.8660254037844386,0.5000000000000001
37,-11.6,0,0,0,0,0,0,1,0.0,1.0,0.9659258262890683,0.25881904510252074
110,-11.5,0,0,0,0,0,0,1,0.0,1.0,1.0,6.123233995736766e-17
227,-11.6,0,0,0,0,0,0,1,0.0,1.0,0.9659258262890683,-0.25881904510252063
433,-11.5,0,0,0,0,0,0,1,0.0,1.0,0.8660254037844387,-0.4999999999999998
216,-11.1,0,0,0,0,0,0,1,0.0,1.0,0.7071067811865476,-0.7071067811865475
123,-9.6,0,0,0,0,0,0,1,0.0,1.0,0.49999999999999994,-0.8660254037844387
156,-8.5,0,0,0,0,0,0,1,0.0,1.0,0.258819045102521,-0.9659258262890682
157,-7.8,0,0,0,0,0,0,1,0.0,1.0,1.2246467991473532e-16,-1.0
169,-7.0,0,0,0,0,0,0,1,0.0,1.0,-0.2588190451025208,-0.9659258262890683
170,-6.4,0,0,0,0,0,0,1,0.0,1.0,-0.4999999999999997,-0.8660254037844388
169,-5.7,0,0,0,0,0,0,1,0.0,1.0,-0.7071067811865471,-0.7071067811865479
199,-5.4,0,0,0,0,0,0,1,0.0,1.0,-0.8660254037844385,-0.5000000000000004
225,-6.4,0,0,0,0,0,0,1,0.0,1.0,-0.9659258262890683,-0.25881904510252063
388,-7.6,0,0,0,0,0,0,1,0.0,1.0,-1.0,-1.8369701987210297e-16
246,-8.3,0,0,0,0,0,0,1,0.0,1.0,-0.9659258262890684,0.2588190451025203
206,-9.1,0,0,0,0,0,0,1,0.0,1.0,-0.8660254037844386,0.5000000000000001
177,-9.8,0,0,0,0,0,0,1,0.0,1.0,-0.7071067811865477,0.7071067811865474
183,-10.3,0,0,0,0,0,0,1,0.0,1.0,-0.5000000000000004,0.8660254037844384
115,-10.5,0,0,0,0,0,0,1,0.0,1.0,-0.25881904510252157,0.9659258262890681
126,-10.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.0,1.0
87,-10.9,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.25881904510252074,0.9659258262890683
59,-11.2,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387
36,-11.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.7071067811865476,0.7071067811865476
32,-12.0,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844386,0.5000000000000001
40,-12.3,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.9659258262890683,0.25881904510252074
94,-12.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,1.0,6.123233995736766e-17
213,-12.7,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.9659258262890683,-0.25881904510252063
438,-12.7,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.8660254037844387,-0.4999999999999998
217,-12.3,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.7071067811865476,-0.7071067811865475
128,-11.3,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,-0.8660254037844387
175,-9.9,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,0.258819045102521,-0.9659258262890682
172,-8.2,0,0,0,0,0,1,0,0.7818314824680298,0.6234898018587336,1.2246467991473532e-16,-1.0
165,-7.5,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.2588190451025208,-0.9659258262890683
147,-7.0,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.4999999999999997,-0.8660254037844388
171,-5.9,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.7071067811865471,-0.7071067811865479
175,-5.9,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844385,-0.5000000000000004
227,-6.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.9659258262890683,-0.25881904510252063
392,-7.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-1.0,-1.8369701987210297e-16
251,-8.4,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.9659258262890684,0.2588190451025203
193,-9.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.8660254037844386,0.5000000000000001
175,-10.6,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.7071067811865477,0.7071067811865474
169,-11.1,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.5000000000000004,0.8660254037844384
106,-11.8,0,0,0,0,0,0,1,0.7818314824680298,0.6234898018587336,-0.25881904510252157,0.9659258262890681
116,-12.3,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.0,1.0
96,-12.3,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.25881904510252074,0.9659258262890683
83,-12.5,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387
51,-12.5,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.7071067811865476,0.7071067811865476
34,-13.1,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844386,0.5000000000000001
45,-13.0,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.9659258262890683,0.25881904510252074
92,-13.2,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,1.0,6.123233995736766e-17
214,-13.2,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.9659258262890683,-0.25881904510252063
469,-13.3,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.8660254037844387,-0.4999999999999998
237,-12.0,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.7071067811865476,-0.7071067811865475
155,-9.6,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,0.49999999999999994,-0.8660254037844387
176,-7.0,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,0.258819045102521,-0.9659258262890682
188,-6.0,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,1.2246467991473532e-16,-1.0
228,-4.5,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.2588190451025208,-0.9659258262890683
199,-3.5,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.4999999999999997,-0.8660254037844388
221,-2.1,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.7071067811865471,-0.7071067811865479
240,-1.7,0,0,0,0,0,1,0,0.9749279121818236,-0.22252093395631434,-0.8660254037844385,-0.5000000000000004
320,-2.3,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.9659258262890683,-0.25881904510252063
448,-4.0,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-1.0,-1.8369701987210297e-16
280,-5.2,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.9659258262890684,0.2588190451025203
218,-5.8,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.8660254037844386,0.5000000000000001
223,-6.3,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.7071067811865477,0.7071067811865474
200,-6.8,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.5000000000000004,0.8660254037844384
164,-7.6,0,0,0,0,0,0,1,0.9749279121818236,-0.22252093395631434,-0.25881904510252157,0.9659258262890681
136,-8.2,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.0,1.0
126,-8.5,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.25881904510252074,0.9659258262890683
103,-8.3,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387
57,-8.6,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.7071067811865476,0.7071067811865476
46,-9.0,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844386,0.5000000000000001
39,-9.0,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.9659258262890683,0.25881904510252074
99,-9.3,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,1.0,6.123233995736766e-17
255,-9.6,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.9659258262890683,-0.25881904510252063
507,-9.7,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.8660254037844387,-0.4999999999999998
270,-8.5,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.7071067811865476,-0.7071067811865475
160,-6.3,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.49999999999999994,-0.8660254037844387
217,-3.1,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,0.258819045102521,-0.9659258262890682
253,-1.5,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,1.2246467991473532e-16,-1.0
270,0.3,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.2588190451025208,-0.9659258262890683
253,0.9,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.4999999999999997,-0.8660254037844388
286,1.4,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.7071067811865471,-0.7071067811865479
284,2.0,0,0,0,0,0,1,0,0.43388373911755823,-0.900968867902419,-0.8660254037844385,-0.5000000000000004
337,1.5,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.9659258262890683,-0.25881904510252063
564,-0.5,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-1.0,-1.8369701987210297e-16
378,-1.8,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.9659258262890684,0.2588190451025203
277,-2.8,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.8660254037844386,0.5000000000000001
268,-3.3,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.7071067811865477,0.7071067811865474
233,-3.9,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.5000000000000004,0.8660254037844384
195,-4.3,0,0,0,0,0,0,1,0.43388373911755823,-0.900968867902419,-0.25881904510252157,0.9659258262890681
178,-4.6,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.0,1.0
159,-4.8,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.25881904510252074,0.9659258262890683
107,-5.1,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387
78,-5.2,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,0.7071067811865476
46,-4.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844386,0.5000000000000001
36,-4.2,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.9659258262890683,0.25881904510252074
117,-4.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.0,6.123233995736766e-17
273,-3.6,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.9659258262890683,-0.25881904510252063
589,-3.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.8660254037844387,-0.4999999999999998
308,-2.4,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.7071067811865476,-0.7071067811865475
199,-1.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.49999999999999994,-0.8660254037844387
238,-0.2,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,0.258819045102521,-0.9659258262890682
260,1.6,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,1.2246467991473532e-16,-1.0
268,2.6,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.2588190451025208,-0.9659258262890683
283,4.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.4999999999999997,-0.8660254037844388
315,5.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.7071067811865471,-0.7071067811865479
319,6.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844385,-0.5000000000000004
422,4.8,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.9659258262890683,-0.25881904510252063
659,4.1,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-1.0,-1.8369701987210297e-16
407,3.3,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.9659258262890684,0.2588190451025203
308,3.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.8660254037844386,0.5000000000000001
243,2.9,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.7071067811865477,0.7071067811865474
263,2.5,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.5000000000000004,0.8660254037844384
193,2.0,0,0,0,0,0,0,1,-0.433883739117558,-0.9009688679024191,-0.25881904510252157,0.9659258262890681
197,1.5,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.0,1.0
237,1.7,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.25881904510252074,0.9659258262890683
169,1.9,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,0.8660254037844387
145,2.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,0.7071067811865476
79,1.9,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,0.8660254037844386,0.5000000000000001
41,1.8,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,0.25881904510252074
48,1.6,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,1.0,6.123233995736766e-17
97,1.6,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.9659258262890683,-0.25881904510252063
188,1.6,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.8660254037844387,-0.4999999999999998
222,1.6,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.7071067811865476,-0.7071067811865475
223,1.8,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.49999999999999994,-0.8660254037844387
235,2.6,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,0.258819045102521,-0.9659258262890682
248,2.9,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,1.2246467991473532e-16,-1.0
296,2.8,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.2588190451025208,-0.9659258262890683
286,2.2,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.4999999999999997,-0.8660254037844388
277,2.0,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865471,-0.7071067811865479
291,0.3,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.8660254037844385,-0.5000000000000004
277,-0.9,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.9659258262890683,-0.25881904510252063
216,-2.0,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-1.0,-1.8369701987210297e-16
151,-3.1,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.9659258262890684,0.2588190451025203
132,-4.4,0,0,0,0,1,0,0,-0.9749279121818236,-0.2225209339563146,-0.8660254037844386,0.5000000000000001
124,-5.6,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.7071067811865477,0.7071067811865474
128,-6.2,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.5000000000000004,0.8660254037844384
118,-6.7,0,0,0,0,0,0,1,-0.9749279121818236,-0.2225209339563146,-0.25881904510252157,0.9659258262890681
