Rented Bike Count,Temperature(°C),Humidity(%),Wind speed (m/s),Rainfall(mm),Snowfall (cm),weekday_sin,weekday_cos,Hour_sin,Hour_cos,No Holiday,Autumn,Spring,Summer
184,-4.3,52,1.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0,0,0
222,-4.8,54,1.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945,1,0,0,0
176,-5.5,56,1.4,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,1,0,0,0
103,-5.6,56,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.5712682150947923,0.8207634412072763,1,0,0,0
61,-5.9,61,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866,1,0,0,0
48,-6.1,64,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624,1,0,0,0
69,-6.5,67,0.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203,1,0,0,0
105,-6.6,65,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767,1,0,0,0
186,-6.5,62,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264,1,0,0,0
221,-5.8,49,1.4,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9680771188662043,-0.2506525322587204,1,0,0,0
204,-3.5,39,2.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.8978045395707416,-0.4403941515576344,1,0,0,0
245,-1.6,35,2.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626,1,0,0,0
283,0.0,35,2.3,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.758758122692791,1,0,0,0
356,0.9,28,2.4,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,1,0,0,0
370,1.8,29,2.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.29936312297335804,-0.9541392564000488,1,0,0,0
373,2.3,27,2.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895,1,0,0,0
352,2.7,27,2.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.10116832198743204,-0.9948693233918952,1,0,0,0
354,1.1,31,1.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.2993631229733582,-0.9541392564000488,1,0,0,0
271,-0.6,37,1.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,1,0,0,0
207,-1.2,37,1.2,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911,1,0,0,0
189,-2.1,41,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627,1,0,0,0
214,-2.5,47,0.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.8978045395707417,-0.44039415155763423,1,0,0,0
218,-2.6,47,1.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213,1,0,0,0
169,-3.2,50,0.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.9987165071710528,-0.05064916883871355,1,0,0,0
192,-3.8,48,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0,0,0
162,-3.9,51,0.2,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.20129852008866006,0.9795299412524945,1,0,0,0
128,-4.4,53,0.3,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.39435585511331855,0.9189578116202306,1,0,0,0
102,-4.8,56,0.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.5712682150947923,0.8207634412072763,1,0,0,0
62,-5.1,60,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.72479278722912,0.6889669190756866,1,0,0,0
40,-5.6,58,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.8486442574947509,0.5289640103269624,1,0,0,0
38,-5.5,52,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203,1,0,0,0
60,-5.6,58,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,1,0,0,0
122,-5.3,53,1.1,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,1,0,0,0
143,-3.8,49,1.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9680771188662043,-0.2506525322587204,1,0,0,0
179,-1.8,40,1.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.8978045395707416,-0.4403941515576344,1,0,0,0
214,0.5,35,1.4,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.7907757369376989,-0.6121059825476626,1,0,0,0
278,1.1,34,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.758758122692791,1,0,0,0
265,1.4,34,0.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.48530196253108104,-0.8743466161445821,1,0,0,0
331,1.9,32,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,1,0,0,0
368,2.7,31,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.10116832198743272,-0.994869323391895,1,0,0,0
333,2.6,32,1.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952,1,0,0,0
349,2.3,33,0.2,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.2993631229733582,-0.9541392564000488,1,0,0,0
270,1.8,34,1.2,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.4853019625310808,-0.8743466161445822,1,0,0,0
246,1.6,35,1.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,1,0,0,0
233,1.3,38,0.4,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.7907757369376986,-0.6121059825476627,1,0,0,0
236,1.2,39,0.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.44039415155763423,1,0,0,0
214,1.1,40,0.5,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.9680771188662041,-0.2506525322587213,1,0,0,0
149,1.1,39,0.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.9987165071710528,-0.05064916883871355,1,0,0,0
149,0.9,42,1.1,0.0,0.0,0.0,1.0,0.0,1.0,1,0,0,0
109,0.9,42,0.2,0.0,0.0,0.0,1.0,0.20129852008866006,0.9795299412524945,1,0,0,0
77,0.8,42,0.5,0.0,0.0,0.0,1.0,0.39435585511331855,0.9189578116202306,1,0,0,0
53,0.9,43,0.4,0.0,0.0,0.0,1.0,0.5712682150947923,0.8207634412072763,1,0,0,0
46,1.0,43,0.8,0.0,0.0,0.0,1.0,0.72479278722912,0.6889669190756866,1,0,0,0
67,0.8,42,1.0,0.0,0.0,0.0,1.0,0.8486442574947509,0.5289640103269624,1,0,0,0
159,0.8,45,0.7,0.0,0.0,0.0,1.0,0.9377521321470804,0.3473052528448203,1,0,0,0
374,0.7,44,0.8,0.0,0.0,0.0,1.0,0.9884683243281114,0.1514277775045767,1,0,0,0
701,0.7,45,0.7,0.0,0.0,0.0,1.0,0.9987165071710528,-0.05064916883871264,1,0,0,0
387,0.8,47,0.9,0.0,0.0,0.0,1.0,0.9680771188662043,-0.2506525322587204,1,0,0,0
253,1.3,43,0.8,0.0,0.0,0.0,1.0,0.8978045395707416,-0.4403941515576344,1,0,0,0
278,1.7,37,0.6,0.0,0.0,0.0,1.0,0.7907757369376989,-0.6121059825476626,1,0,0,0
356,2.7,33,2.7,0.0,0.0,0.0,1.0,0.6513724827222223,-0.758758122692791,1,0,0,0
303,3.0,32,1.6,0.0,0.0,0.0,1.0,0.48530196253108104,-0.8743466161445821,1,0,0,0
349,3.4,31,1.4,0.0,0.0,0.0,1.0,0.29936312297335804,-0.9541392564000488,1,0,0,0
318,3.9,33,1.8,0.0,0.0,0.0,1.0,0.10116832198743272,-0.994869323391895,1,0,0,0
353,3.5,36,1.7,0.0,0.0,0.0,1.0,-0.10116832198743204,-0.9948693233918952,1,0,0,0
385,2.7,50,2.8,0.0,0.0,0.0,1.0,-0.2993631229733582,-0.9541392564000488,1,0,0,0
316,1.5,70,2.5,0.0,0.0,0.0,1.0,-0.4853019625310808,-0.8743466161445822,1,0,0,0
127,0.9,88,1.6,0.0,0.5,0.0,1.0,-0.651372482722222,-0.7587581226927911,1,0,0,0
144,1.0,89,1.9,0.0,1.0,0.0,1.0,-0.7907757369376986,-0.6121059825476627,1,0,0,0
146,0.7,77,6.7,0.9,1.0,0.0,1.0,-0.8978045395707417,-0.44039415155763423,1,0,0,0
149,0.1,68,4.6,0.0,1.0,0.0,1.0,-0.9680771188662041,-0.2506525322587213,1,0,0,0
112,-0.6,62,4.2,0.0,1.0,0.0,1.0,-0.9987165071710528,-0.05064916883871355,1,0,0,0
100,-1.2,67,4.6,0.0,1.0,0.7818314824680298,0.6234898018587336,0.0,1.0,1,0,0,0
107,-1.9,69,5.0,0.0,1.0,0.7818314824680298,0.6234898018587336,0.20129852008866006,0.9795299412524945,1,0,0,0
75,-2.9,66,3.3,0.0,1.0,0.7818314824680298,0.6234898018587336,0.39435585511331855,0.9189578116202306,1,0,0,0
52,-3.4,67,3.2,0.0,0.9,0.7818314824680298,0.6234898018587336,0.5712682150947923,0.8207634412072763,1,0,0,0
38,-4.3,59,4.4,0.0,0.9,0.7818314824680298,0.6234898018587336,0.72479278722912,0.6889669190756866,1,0,0,0
52,-5.1,48,3.2,0.0,0.9,0.7818314824680298,0.6234898018587336,0.8486442574947509,0.5289640103269624,1,0,0,0
126,-5.6,52,3.7,0.0,0.9,0.7818314824680298,0.6234898018587336,0.9377521321470804,0.3473052528448203,1,0,0,0
245,-5.9,57,3.1,0.0,0.8,0.7818314824680298,0.6234898018587336,0.9884683243281114,0.1514277775045767,1,0,0,0
554,-6.0,64,3.2,0.0,0.7,0.7818314824680298,0.6234898018587336,0.9987165071710528,-0.05064916883871264,1,0,0,0
320,-6.0,61,2.5,0.0,0.6,0.7818314824680298,0.6234898018587336,0.9680771188662043,-0.2506525322587204,1,0,0,0
190,-4.8,57,3.0,0.0,0.5,0.7818314824680298,0.6234898018587336,0.8978045395707416,-0.4403941515576344,1,0,0,0
247,-3.9,51,4.5,0.0,0.5,0.7818314824680298,0.6234898018587336,0.7907757369376989,-0.6121059825476626,1,0,0,0
262,-2.7,45,2.4,0.0,0.4,0.7818314824680298,0.6234898018587336,0.6513724827222223,-0.758758122692791,1,0,0,0
265,-2.6,45,4.0,0.0,0.3,0.7818314824680298,0.6234898018587336,0.48530196253108104,-0.8743466161445821,1,0,0,0
265,-1.8,45,3.7,0.0,0.2,0.7818314824680298,0.6234898018587336,0.29936312297335804,-0.9541392564000488,1,0,0,0
257,-2.4,51,4.6,0.0,0.0,0.7818314824680298,0.6234898018587336,0.10116832198743272,-0.994869323391895,1,0,0,0
262,-2.4,56,3.3,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.10116832198743204,-0.9948693233918952,1,0,0,0
332,-2.9,66,3.6,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.2993631229733582,-0.9541392564000488,1,0,0,0
558,-3.8,58,1.7,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.4853019625310808,-0.8743466161445822,1,0,0,0
364,-4.5,57,0.6,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.651372482722222,-0.7587581226927911,1,0,0,0
302,-4.9,59,0.6,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.7907757369376986,-0.6121059825476627,1,0,0,0
281,-4.8,59,0.9,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.8978045395707417,-0.44039415155763423,1,0,0,0
166,-4.2,67,1.6,0.0,0.0,0.7818314824680298,0.6234898018587336,-0.9680771188662041,-0.2506525322587213,1,0,0,0
80,-4.9,80,0.7,0.0,0.2,0.7818314824680298,0.6234898018587336,-0.9987165071710528,-0.05064916883871355,1,0,0,0
61,-5.2,82,0.8,0.5,0.5,0.9749279121818236,-0.22252093395631434,0.0,1.0,1,0,0,0
78,-5.6,75,1.7,0.0,0.8,0.9749279121818236,-0.22252093395631434,0.20129852008866006,0.9795299412524945,1,0,0,0
63,-5.7,72,1.2,0.0,0.8,0.9749279121818236,-0.22252093395631434,0.39435585511331855,0.9189578116202306,1,0,0,0
40,-6.1,70,1.1,0.3,0.8,0.9749279121818236,-0.22252093395631434,0.5712682150947923,0.8207634412072763,1,0,0,0
31,-6.6,72,2.2,0.0,0.8,0.9749279121818236,-0.22252093395631434,0.72479278722912,0.6889669190756866,1,0,0,0
39,-7.3,75,1.6,0.0,0.8,0.9749279121818236,-0.22252093395631434,0.8486442574947509,0.5289640103269624,1,0,0,0
84,-7.7,74,1.1,0.0,0.8,0.9749279121818236,-0.22252093395631434,0.9377521321470804,0.3473052528448203,1,0,0,0
158,-8.0,70,1.8,0.0,0.7,0.9749279121818236,-0.22252093395631434,0.9884683243281114,0.1514277775045767,1,0,0,0
387,-7.9,67,2.6,0.0,0.7,0.9749279121818236,-0.22252093395631434,0.9987165071710528,-0.05064916883871264,1,0,0,0
225,-7.7,62,3.6,0.0,0.7,0.9749279121818236,-0.22252093395631434,0.9680771188662043,-0.2506525322587204,1,0,0,0
150,-6.9,53,3.2,0.0,0.6,0.9749279121818236,-0.22252093395631434,0.8978045395707416,-0.4403941515576344,1,0,0,0
168,-6.4,49,4.5,0.0,0.5,0.9749279121818236,-0.22252093395631434,0.7907757369376989,-0.6121059825476626,1,0,0,0
217,-5.6,44,4.5,0.0,0.5,0.9749279121818236,-0.22252093395631434,0.6513724827222223,-0.758758122692791,1,0,0,0
207,-5.1,43,4.7,0.0,0.4,0.9749279121818236,-0.22252093395631434,0.48530196253108104,-0.8743466161445821,1,0,0,0
177,-5.3,37,5.3,0.0,0.3,0.9749279121818236,-0.22252093395631434,0.29936312297335804,-0.9541392564000488,1,0,0,0
193,-5.3,33,4.8,0.0,0.3,0.9749279121818236,-0.22252093395631434,0.10116832198743272,-0.994869323391895,1,0,0,0
196,-5.4,30,3.9,0.0,0.2,0.9749279121818236,-0.22252093395631434,-0.10116832198743204,-0.9948693233918952,1,0,0,0
266,-6.5,34,4.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.2993631229733582,-0.9541392564000488,1,0,0,0
437,-7.8,32,4.5,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.4853019625310808,-0.8743466161445822,1,0,0,0
259,-8.5,35,2.9,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.651372482722222,-0.7587581226927911,1,0,0,0
207,-8.9,41,2.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.7907757369376986,-0.6121059825476627,1,0,0,0
214,-9.4,47,2.0,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.8978045395707417,-0.44039415155763423,1,0,0,0
165,-9.7,51,2.8,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9680771188662041,-0.2506525322587213,1,0,0,0
139,-10.2,53,3.3,0.0,0.0,0.9749279121818236,-0.22252093395631434,-0.9987165071710528,-0.05064916883871355,1,0,0,0
98,-10.3,54,2.4,0.0,0.0,0.43388373911755823,-0.900968867902419,0.0,1.0,1,0,0,0
100,-10.6,55,2.9,0.0,0.0,0.43388373911755823,-0.900968867902419,0.20129852008866006,0.9795299412524945,1,0,0,0
89,-10.9,57,2.7,0.0,0.0,0.43388373911755823,-0.900968867902419,0.39435585511331855,0.9189578116202306,1,0,0,0
38,-11.2,59,2.9,0.0,0.0,0.43388373911755823,-0.900968867902419,0.5712682150947923,0.8207634412072763,1,0,0,0
33,-11.5,57,2.3,0.0,0.0,0.43388373911755823,-0.900968867902419,0.72479278722912,0.6889669190756866,1,0,0,0
42,-11.9,61,1.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.8486442574947509,0.5289640103269624,1,0,0,0
82,-12.0,61,2.3,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9377521321470804,0.3473052528448203,1,0,0,0
203,-12.3,59,2.3,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9884683243281114,0.1514277775045767,1,0,0,0
443,-12.6,61,1.6,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9987165071710528,-0.05064916883871264,1,0,0,0
227,-12.0,53,2.6,0.0,0.0,0.43388373911755823,-0.900968867902419,0.9680771188662043,-0.2506525322587204,1,0,0,0
152,-11.1,46,3.7,0.0,0.0,0.43388373911755823,-0.900968867902419,0.8978045395707416,-0.4403941515576344,1,0,0,0
146,-10.2,41,3.5,0.0,0.0,0.43388373911755823,-0.900968867902419,0.7907757369376989,-0.6121059825476626,1,0,0,0
187,-8.6,40,2.6,0.0,0.0,0.43388373911755823,-0.900968867902419,0.6513724827222223,-0.758758122692791,1,0,0,0
178,-8.6,41,3.4,0.0,0.0,0.43388373911755823,-0.900968867902419,0.48530196253108104,-0.8743466161445821,1,0,0,0
187,-7.4,38,3.3,0.0,0.0,0.43388373911755823,-0.900968867902419,0.29936312297335804,-0.9541392564000488,1,0,0,0
181,-8.3,42,3.8,0.0,0.0,0.43388373911755823,-0.900968867902419,0.10116832198743272,-0.994869323391895,1,0,0,0
179,-8.2,39,2.8,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.10116832198743204,-0.9948693233918952,1,0,0,0
219,-9.3,43,2.8,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.2993631229733582,-0.9541392564000488,1,0,0,0
352,-10.4,43,2.3,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.4853019625310808,-0.8743466161445822,1,0,0,0
251,-10.9,44,3.0,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.651372482722222,-0.7587581226927911,1,0,0,0
177,-11.6,49,1.8,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.7907757369376986,-0.6121059825476627,1,0,0,0
162,-12.4,51,2.2,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.8978045395707417,-0.44039415155763423,1,0,0,0
172,-12.9,52,2.8,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9680771188662041,-0.2506525322587213,1,0,0,0
119,-13.2,51,1.5,0.0,0.0,0.43388373911755823,-0.900968867902419,-0.9987165071710528,-0.05064916883871355,1,0,0,0
105,-13.6,49,1.6,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.0,1.0,1,0,0,0
99,-13.7,47,3.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.20129852008866006,0.9795299412524945,1,0,0,0
83,-13.8,43,2.6,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.39435585511331855,0.9189578116202306,1,0,0,0
42,-14.1,45,1.8,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.5712682150947923,0.8207634412072763,1,0,0,0
30,-14.3,45,2.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.72479278722912,0.6889669190756866,1,0,0,0
35,-14.6,45,1.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.8486442574947509,0.5289640103269624,1,0,0,0
92,-14.9,45,2.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9377521321470804,0.3473052528448203,1,0,0,0
189,-15.1,45,0.9,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9884683243281114,0.1514277775045767,1,0,0,0
419,-15.1,44,1.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9987165071710528,-0.05064916883871264,1,0,0,0
196,-14.9,40,1.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.9680771188662043,-0.2506525322587204,1,0,0,0
119,-13.0,37,2.2,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.8978045395707416,-0.4403941515576344,1,0,0,0
140,-11.2,31,2.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.7907757369376989,-0.6121059825476626,1,0,0,0
178,-9.6,27,2.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.6513724827222223,-0.758758122692791,1,0,0,0
177,-8.2,29,2.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.48530196253108104,-0.8743466161445821,1,0,0,0
173,-7.2,28,2.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.29936312297335804,-0.9541392564000488,1,0,0,0
177,-6.5,26,2.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,0.10116832198743272,-0.994869323391895,1,0,0,0
196,-5.8,21,1.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.10116832198743204,-0.9948693233918952,1,0,0,0
259,-6.5,22,1.5,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.2993631229733582,-0.9541392564000488,1,0,0,0
405,-7.5,28,2.0,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.4853019625310808,-0.8743466161445822,1,0,0,0
273,-8.2,32,1.1,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.651372482722222,-0.7587581226927911,1,0,0,0
210,-7.9,31,1.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.7907757369376986,-0.6121059825476627,1,0,0,0
184,-7.4,33,1.4,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.8978045395707417,-0.44039415155763423,1,0,0,0
186,-6.9,39,1.6,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9680771188662041,-0.2506525322587213,1,0,0,0
144,-6.7,36,1.3,0.0,0.0,-0.433883739117558,-0.9009688679024191,-0.9987165071710528,-0.05064916883871355,1,0,0,0
152,-6.6,39,1.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.0,1.0,1,0,0,0
168,-6.5,45,0.5,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.20129852008866006,0.9795299412524945,1,0,0,0
145,-6.4,40,0.9,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.39435585511331855,0.9189578116202306,1,0,0,0
77,-6.5,42,0.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.5712682150947923,0.8207634412072763,1,0,0,0
47,-6.4,46,0.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.72479278722912,0.6889669190756866,1,0,0,0
40,-6.3,51,0.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.8486442574947509,0.5289640103269624,1,0,0,0
42,-6.4,59,0.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9377521321470804,0.3473052528448203,1,0,0,0
43,-6.5,68,0.6,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.9884683243281114,0.1514277775045767,1,0,0,0
67,-6.5,72,0.8,0.0,0.2,-0.9749279121818236,-0.2225209339563146,0.9987165071710528,-0.05064916883871264,1,0,0,0
102,-6.3,76,0.6,0.2,0.4,-0.9749279121818236,-0.2225209339563146,0.9680771188662043,-0.2506525322587204,1,0,0,0
106,-5.5,72,0.7,0.0,0.6,-0.9749279121818236,-0.2225209339563146,0.8978045395707416,-0.4403941515576344,1,0,0,0
133,-4.8,70,1.0,0.0,0.6,-0.9749279121818236,-0.2225209339563146,0.7907757369376989,-0.6121059825476626,1,0,0,0
174,-3.7,66,1.1,0.2,0.4,-0.9749279121818236,-0.2225209339563146,0.6513724827222223,-0.758758122692791,1,0,0,0
212,-2.5,62,1.4,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.48530196253108104,-0.8743466161445821,1,0,0,0
215,-1.8,62,0.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.29936312297335804,-0.9541392564000488,1,0,0,0
251,-1.5,62,0.9,0.0,0.0,-0.9749279121818236,-0.2225209339563146,0.10116832198743272,-0.994869323391895,1,0,0,0
249,-1.2,63,0.9,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.10116832198743204,-0.9948693233918952,1,0,0,0
277,-1.4,68,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.2993631229733582,-0.9541392564000488,1,0,0,0
223,-2.6,73,1.0,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.4853019625310808,-0.8743466161445822,1,0,0,0
167,-3.3,76,0.8,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.651372482722222,-0.7587581226927911,1,0,0,0
158,-3.9,78,1.1,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.7907757369376986,-0.6121059825476627,1,0,0,0
156,-4.1,79,0.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.8978045395707417,-0.44039415155763423,1,0,0,0
168,-4.3,81,0.4,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.9680771188662041,-0.2506525322587213,1,0,0,0
131,-4.4,81,0.7,0.0,0.0,-0.9749279121818236,-0.2225209339563146,-0.9987165071710528,-0.05064916883871355,1,0,0,0
149,-4.4,81,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.0,1.0,1,0,0,0
150,-3.7,79,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.20129852008866006,0.9795299412524945,1,0,0,0
111,-3.5,78,1.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.39435585511331855,0.9189578116202306,1,0,0,0
79,-3.6,78,1.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.5712682150947923,0.8207634412072763,1,0,0,0
48,-4.0,79,1.2,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.72479278722912,0.6889669190756866,1,0,0,0
29,-4.2,79,1.2,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.8486442574947509,0.5289640103269624,1,0,0,0
49,-4.3,79,1.1,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9377521321470804,0.3473052528448203,1,0,0,0
59,-4.4,80,1.4,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9884683243281114,0.1514277775045767,1,0,0,0
81,-3.8,79,0.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9987165071710528,-0.05064916883871264,1,0,0,0
118,-3.4,77,1.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.9680771188662043,-0.2506525322587204,1,0,0,0
134,-2.1,72,1.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.8978045395707416,-0.4403941515576344,1,0,0,0
174,-0.5,64,0.7,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.7907757369376989,-0.6121059825476626,1,0,0,0
226,1.2,58,0.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.6513724827222223,-0.758758122692791,1,0,0,0
272,3.0,52,1.4,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.48530196253108104,-0.8743466161445821,1,0,0,0
304,3.7,53,0.6,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.29936312297335804,-0.9541392564000488,1,0,0,0
353,4.6,50,0.9,0.0,0.0,-0.7818314824680299,0.6234898018587334,0.10116832198743272,-0.994869323391895,1,0,0,0
366,5.3,49,1.8,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.10116832198743204,-0.9948693233918952,1,0,0,0
302,4.5,51,1.1,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.2993631229733582,-0.9541392564000488,1,0,0,0
250,4.1,53,1.3,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.4853019625310808,-0.8743466161445822,1,0,0,0
208,3.9,54,1.1,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.651372482722222,-0.7587581226927911,1,0,0,0
210,3.5,55,1.0,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.7907757369376986,-0.6121059825476627,1,0,0,0
213,3.1,58,0.4,0.0,0.0,-0.7818314824680299,0.6234898018587334,-0.8978045395707417,-0.44039415155763423,1,0,0,0
